,batter_id,batter_name,year,team,avg,G,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E,height/weight,year_born,position,career,starting_salary,OPS,weight,height,weight_per_height,hit_way,pos,country,starting_salary_list
19,297,진갑용,1997,OB,0.242,95,281,21,68,7,0,4,87,20,2,0,20,6,44,7,0.3096085409252669,0.3061889250814332,6,,1974년 05월 08일,,하단초-초량중-부산고-고려대-OB-두산-삼성,,0.6157974660067002,,,,,,korea,
20,297,진갑용,1998,OB,0.269,88,253,12,68,14,1,2,90,22,1,1,14,0,44,10,0.3557312252964427,0.3071161048689138,7,,1974년 05월 08일,,하단초-초량중-부산고-고려대-OB-두산-삼성,,0.6628473301653566,,,,,,korea,
21,297,진갑용,1999,삼성,0.212,68,156,13,33,3,0,4,48,17,0,2,10,2,29,7,0.3076923076923077,0.2678571428571428,7,,1974년 05월 08일,,하단초-초량중-부산고-고려대-OB-두산-삼성,,0.5755494505494505,,,,,,korea,
22,297,진갑용,2000,삼성,0.273,114,297,30,81,14,0,8,119,58,2,1,23,6,45,7,0.4006734006734007,0.3374233128834356,7,,1974년 05월 08일,,하단초-초량중-부산고-고려대-OB-두산-삼성,,0.7380967135568363,,,,,,korea,
23,297,진갑용,2001,삼성,0.306,89,314,54,96,25,2,7,146,57,2,3,23,7,37,4,0.4649681528662421,0.3662790697674417,4,,1974년 05월 08일,,하단초-초량중-부산고-고려대-OB-두산-삼성,,0.8312472226336839,,,,,,korea,
24,297,진갑용,2002,삼성,0.281,133,462,58,130,29,1,18,215,86,0,0,41,8,56,13,0.4653679653679654,0.350293542074364,11,,1974년 05월 08일,,하단초-초량중-부산고-고려대-OB-두산-삼성,,0.8156615074423293,,,,,,korea,
25,297,진갑용,2003,삼성,0.29,126,435,64,126,20,2,21,213,53,1,1,36,10,34,13,0.4896551724137931,0.3575883575883576,13,,1974년 05월 08일,,하단초-초량중-부산고-고려대-OB-두산-삼성,,0.8472435300021507,,,,,,korea,
26,297,진갑용,2004,삼성,0.278,129,439,60,122,20,0,24,214,71,0,0,34,12,51,16,0.4874715261958998,0.3463917525773196,5,,1974년 05월 08일,,하단초-초량중-부산고-고려대-OB-두산-삼성,,0.8338632787732194,,,,,,korea,
27,297,진갑용,2005,삼성,0.288,110,347,34,100,17,0,6,135,41,1,1,36,8,47,8,0.3890489913544669,0.3682864450127877,6,,1974년 05월 08일,,하단초-초량중-부산고-고려대-OB-두산-삼성,,0.7573354363672546,,,,,,korea,
28,297,진갑용,2006,삼성,0.288,110,358,28,103,22,0,6,143,47,1,2,29,5,37,18,0.3994413407821229,0.3494897959183674,4,,1974년 05월 08일,,하단초-초량중-부산고-고려대-OB-두산-삼성,,0.7489311367004903,,,,,,korea,
29,297,진갑용,2007,삼성,0.246,122,362,28,89,12,0,5,116,39,0,1,49,7,38,9,0.3204419889502762,0.34688995215311,4,,1974년 05월 08일,,하단초-초량중-부산고-고려대-OB-두산-삼성,,0.6673319411033862,,,,,,korea,
30,297,진갑용,2008,삼성,0.279,105,272,34,76,7,0,11,116,45,1,1,30,1,41,6,0.4264705882352941,0.3531353135313531,3,,1974년 05월 08일,,하단초-초량중-부산고-고려대-OB-두산-삼성,,0.7796059017666472,,,,,,korea,
31,297,진갑용,2009,삼성,0.232,57,142,10,33,3,1,3,47,20,1,2,15,4,23,5,0.3309859154929577,0.3229813664596273,2,,1974년 05월 08일,,하단초-초량중-부산고-고려대-OB-두산-삼성,,0.653967281952585,,,,,,korea,
32,297,진갑용,2010,삼성,0.263,100,259,36,68,8,0,10,106,28,0,0,45,2,57,7,0.4092664092664093,0.3758169934640523,4,,1974년 05월 08일,,하단초-초량중-부산고-고려대-OB-두산-삼성,,0.7850834027304616,,,,,,korea,
33,297,진갑용,2011,삼성,0.273,112,286,26,78,7,0,10,115,42,1,0,35,3,53,10,0.4020979020979021,0.3580246913580247,6,,1974년 05월 08일,,하단초-초량중-부산고-고려대-OB-두산-삼성,,0.7601225934559268,,,,,,korea,
34,297,진갑용,2012,삼성,0.307,114,313,27,96,15,1,6,131,57,0,0,17,7,46,6,0.4185303514376997,0.3560830860534125,3,,1974년 05월 08일,,하단초-초량중-부산고-고려대-OB-두산-삼성,,0.7746134374911122,,,,,,korea,
35,297,진갑용,2013,삼성,0.271,101,181,22,49,9,0,6,76,36,0,0,12,5,28,5,0.4198895027624309,0.3333333333333333,4,,1974년 05월 08일,,하단초-초량중-부산고-고려대-OB-두산-삼성,,0.7532228360957642,,,,,,korea,
36,297,진갑용,2014,삼성,0.412,11,17,2,7,0,0,0,7,4,0,0,0,0,1,0,0.4117647058823529,0.4117647058823529,1,,1974년 05월 08일,,하단초-초량중-부산고-고려대-OB-두산-삼성,,0.8235294117647058,,,,,,korea,
37,297,진갑용,2015,삼성,0.324,39,68,8,22,2,0,3,33,10,0,0,4,0,9,3,0.4852941176470588,0.3611111111111111,0,,1974년 05월 08일,,하단초-초량중-부산고-고려대-OB-두산-삼성,,0.8464052287581699,,,,,,korea,
38,3,강민국,2014,NC,0.0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2,176cm/80kg,1992년 01월 10일,내야수(우투우타),송정동초-충장중-광주제일고-동국대-NC-상무,20000만원,0.0,80.0,176.0,0.45454545454545453,우타,내야수,korea,20000
39,3,강민국,2015,NC,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,176cm/80kg,1992년 01월 10일,내야수(우투우타),송정동초-충장중-광주제일고-동국대-NC-상무,20000만원,0.0,80.0,176.0,0.45454545454545453,우타,내야수,korea,20000
40,3,강민국,2016,NC,0.13,24,23,2,3,1,0,1,7,1,0,0,2,0,9,1,0.304,0.2,4,176cm/80kg,1992년 01월 10일,내야수(우투우타),송정동초-충장중-광주제일고-동국대-NC-상무,20000만원,0.504,80.0,176.0,0.45454545454545453,우타,내야수,korea,20000
41,3,강민국,2018,NC,0.25,6,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0.25,0.25,0,176cm/80kg,1992년 01월 10일,내야수(우투우타),송정동초-충장중-광주제일고-동국대-NC-상무,20000만원,0.5,80.0,176.0,0.45454545454545453,우타,내야수,korea,20000
42,4,강민호,2004,롯데,0.0,3,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,1,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.0,100.0,185.0,0.5405405405405406,우타,포수,korea,9000
43,4,강민호,2005,롯데,0.243,104,214,20,52,11,2,2,73,18,1,4,5,2,56,7,0.341,0.267,9,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.6080000000000001,100.0,185.0,0.5405405405405406,우타,포수,korea,9000
44,4,강민호,2006,롯데,0.251,126,410,40,103,20,0,9,150,53,4,1,23,11,78,5,0.366,0.307,12,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.6729999999999999,100.0,185.0,0.5405405405405406,우타,포수,korea,9000
45,4,강민호,2007,롯데,0.271,125,413,48,112,20,0,14,174,68,1,4,37,4,88,10,0.421,0.335,11,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.7559999999999999,100.0,185.0,0.5405405405405406,우타,포수,korea,9000
46,4,강민호,2008,롯데,0.292,122,435,51,127,25,1,19,211,82,2,4,49,7,77,13,0.485,0.365,6,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.85,100.0,185.0,0.5405405405405406,우타,포수,korea,9000
47,4,강민호,2009,롯데,0.26,83,262,36,68,13,0,9,108,30,0,0,33,3,44,9,0.412,0.346,6,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.758,100.0,185.0,0.5405405405405406,우타,포수,korea,9000
48,4,강민호,2010,롯데,0.305,117,410,66,125,19,1,23,215,72,2,7,42,8,65,16,0.524,0.376,11,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.9,100.0,185.0,0.5405405405405406,우타,포수,korea,9000
49,4,강민호,2011,롯데,0.289,124,450,63,130,25,2,19,216,66,4,6,47,8,81,18,0.48,0.366,15,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.846,100.0,185.0,0.5405405405405406,우타,포수,korea,9000
50,4,강민호,2012,롯데,0.273,119,400,41,109,21,0,19,187,66,0,1,44,8,97,9,0.468,0.355,3,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.823,100.0,185.0,0.5405405405405406,우타,포수,korea,9000
51,4,강민호,2013,롯데,0.235,105,327,48,77,13,0,11,123,57,4,1,60,11,87,5,0.376,0.366,8,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.742,100.0,185.0,0.5405405405405406,우타,포수,korea,9000
52,4,강민호,2014,롯데,0.229,98,310,37,71,14,2,16,137,40,1,2,33,13,92,6,0.442,0.325,3,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.767,100.0,185.0,0.5405405405405406,우타,포수,korea,9000
53,4,강민호,2015,롯데,0.311,123,380,63,118,18,1,35,243,86,0,0,60,14,112,14,0.639,0.421,8,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,1.06,100.0,185.0,0.5405405405405406,우타,포수,korea,9000
54,4,강민호,2016,롯데,0.3229999999999999,116,381,65,123,26,0,20,209,72,4,0,66,10,91,7,0.5489999999999999,0.433,4,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.982,100.0,185.0,0.5405405405405406,우타,포수,korea,9000
55,4,강민호,2017,롯데,0.285,130,456,62,130,22,1,22,220,68,0,2,41,15,104,15,0.482,0.361,11,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.843,100.0,185.0,0.5405405405405406,우타,포수,korea,9000
56,4,강민호,2018,삼성,0.269,129,427,46,115,14,0,22,195,71,0,0,29,14,96,11,0.457,0.331,8,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.7879999999999999,100.0,185.0,0.5405405405405406,우타,포수,korea,9000
57,5,강백호,2018,KT,0.29,138,527,108,153,32,2,29,276,84,3,5,52,3,124,4,0.524,0.356,6,184cm/98kg,1999년 07월 29일,외야수(우투좌타),부천북초-이수중-서울고,45000만원,0.88,98.0,184.0,0.532608695652174,좌타,외야수,korea,45000
58,6,강병식,2002,현대,0.208,89,130,16,27,3,1,6,50,20,0,2,11,3,35,5,0.3846153846153846,0.2847222222222222,1,,1977년 04월 23일,,성동초-신일중-신일고-고려대-상무-현대-우리-히어로즈-넥센,,0.6693376068376069,,,,,,korea,
59,6,강병식,2003,현대,0.138,43,65,6,9,0,1,2,17,11,0,1,12,1,17,1,0.2615384615384615,0.282051282051282,4,,1977년 04월 23일,,성동초-신일중-신일고-고려대-상무-현대-우리-히어로즈-넥센,,0.5435897435897437,,,,,,korea,
60,6,강병식,2004,현대,0.176,16,17,0,3,1,0,0,4,1,1,0,3,0,5,1,0.2352941176470588,0.3,0,,1977년 04월 23일,,성동초-신일중-신일고-고려대-상무-현대-우리-히어로즈-넥센,,0.5352941176470588,,,,,,korea,
61,6,강병식,2005,현대,0.247,94,182,25,45,10,0,6,73,20,2,0,27,4,44,6,0.4010989010989011,0.3568075117370892,3,,1977년 04월 23일,,성동초-신일중-신일고-고려대-상무-현대-우리-히어로즈-넥센,,0.7579064128359903,,,,,,korea,
62,6,강병식,2006,현대,0.218,93,133,16,29,7,1,4,50,25,1,1,19,4,28,7,0.3759398496240601,0.3333333333333333,2,,1977년 04월 23일,,성동초-신일중-신일고-고려대-상무-현대-우리-히어로즈-넥센,,0.7092731829573935,,,,,,korea,
63,6,강병식,2007,현대,0.274,91,135,11,37,4,0,4,53,17,0,1,13,0,24,5,0.3925925925925926,0.3378378378378378,3,,1977년 04월 23일,,성동초-신일중-신일고-고려대-상무-현대-우리-히어로즈-넥센,,0.7304304304304304,,,,,,korea,
64,6,강병식,2008,우리,0.269,71,119,12,32,8,0,4,52,17,0,2,14,3,18,2,0.4369747899159664,0.3602941176470588,2,,1977년 04월 23일,,성동초-신일중-신일고-고려대-상무-현대-우리-히어로즈-넥센,,0.7972689075630253,,,,,,korea,
65,6,강병식,2009,히어로즈,0.25,54,76,9,19,4,0,2,29,14,2,2,13,3,21,0,0.3815789473684211,0.3804347826086957,3,,1977년 04월 23일,,성동초-신일중-신일고-고려대-상무-현대-우리-히어로즈-넥센,,0.7620137299771168,,,,,,korea,
66,6,강병식,2010,넥센,0.287,107,251,32,72,9,1,9,110,30,2,2,34,11,51,5,0.4382470119521912,0.3952702702702703,0,,1977년 04월 23일,,성동초-신일중-신일고-고려대-상무-현대-우리-히어로즈-넥센,,0.8335172822224615,,,,,,korea,
67,6,강병식,2011,넥센,0.174,77,167,16,29,8,1,2,45,17,2,0,15,2,53,3,0.2694610778443114,0.25,0,,1977년 04월 23일,,성동초-신일중-신일고-고려대-상무-현대-우리-히어로즈-넥센,,0.5194610778443114,,,,,,korea,
68,6,강병식,2012,넥센,0.2,26,30,4,6,2,0,0,8,2,1,1,5,1,9,0,0.2666666666666666,0.3333333333333333,0,,1977년 04월 23일,,성동초-신일중-신일고-고려대-상무-현대-우리-히어로즈-넥센,,0.6,,,,,,korea,
69,7,강봉규,2000,두산,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,,1978년 01월 12일,,부천초-개성중-경남고-고려대-두산-삼성,,0.0,,,,,,korea,
70,7,강봉규,2001,두산,0.236,64,89,16,21,7,1,2,36,11,2,0,6,1,28,1,0.4044943820224719,0.2916666666666667,1,,1978년 01월 12일,,부천초-개성중-경남고-고려대-두산-삼성,,0.6961610486891385,,,,,,korea,
71,7,강봉규,2002,두산,0.25,93,160,30,40,6,1,5,63,25,6,1,16,2,43,4,0.39375,0.3258426966292135,1,,1978년 01월 12일,,부천초-개성중-경남고-고려대-두산-삼성,,0.7195926966292134,,,,,,korea,
72,7,강봉규,2003,두산,0.231,6,13,3,3,0,0,1,6,3,1,0,2,0,2,1,0.4615384615384616,0.3333333333333333,0,,1978년 01월 12일,,부천초-개성중-경남고-고려대-두산-삼성,,0.7948717948717949,,,,,,korea,
73,7,강봉규,2004,두산,0.236,40,72,14,17,2,1,1,24,5,2,1,10,1,20,0,0.3333333333333333,0.3373493975903614,1,,1978년 01월 12일,,부천초-개성중-경남고-고려대-두산-삼성,,0.6706827309236947,,,,,,korea,
74,7,강봉규,2005,두산,0.235,48,102,12,24,3,1,1,32,10,2,1,18,2,30,2,0.3137254901960784,0.3606557377049181,0,,1978년 01월 12일,,부천초-개성중-경남고-고려대-두산-삼성,,0.6743812279009964,,,,,,korea,
75,7,강봉규,2006,삼성,0.234,87,128,16,30,6,1,4,50,16,4,3,13,1,33,2,0.390625,0.3098591549295774,1,,1978년 01월 12일,,부천초-개성중-경남고-고려대-두산-삼성,,0.7004841549295775,,,,,,korea,
76,7,강봉규,2007,삼성,0.282,83,142,20,40,9,1,1,54,13,4,2,16,5,25,4,0.380281690140845,0.3742331288343558,2,,1978년 01월 12일,,부천초-개성중-경남고-고려대-두산-삼성,,0.7545148189752009,,,,,,korea,
77,7,강봉규,2008,삼성,0.276,81,134,27,37,8,0,3,54,14,3,4,19,3,28,3,0.4029850746268657,0.3782051282051282,1,,1978년 01월 12일,,부천초-개성중-경남고-고려대-두산-삼성,,0.7811902028319939,,,,,,korea,
78,7,강봉규,2009,삼성,0.31,126,449,89,139,24,2,20,227,78,20,3,69,4,61,15,0.5055679287305123,0.4061302681992337,4,,1978년 01월 12일,,부천초-개성중-경남고-고려대-두산-삼성,,0.911698196929746,,,,,,korea,
79,7,강봉규,2010,삼성,0.237,89,232,38,55,12,0,4,79,26,8,0,40,2,44,8,0.3405172413793103,0.354014598540146,4,,1978년 01월 12일,,부천초-개성중-경남고-고려대-두산-삼성,,0.6945318399194563,,,,,,korea,
80,7,강봉규,2011,삼성,0.267,52,146,14,39,7,1,1,51,18,3,1,17,2,24,3,0.3493150684931507,0.3515151515151515,1,,1978년 01월 12일,,부천초-개성중-경남고-고려대-두산-삼성,,0.7008302200083022,,,,,,korea,
81,7,강봉규,2012,삼성,0.255,102,235,30,60,10,1,6,90,38,5,3,28,2,49,5,0.3829787234042553,0.3396226415094339,2,,1978년 01월 12일,,부천초-개성중-경남고-고려대-두산-삼성,,0.7226013649136893,,,,,,korea,
82,7,강봉규,2013,삼성,0.207,32,82,11,17,5,0,0,22,5,3,0,14,1,19,5,0.2682926829268293,0.3298969072164948,0,,1978년 01월 12일,,부천초-개성중-경남고-고려대-두산-삼성,,0.5981895901433241,,,,,,korea,
83,7,강봉규,2015,삼성,0.0,5,6,0,0,0,0,0,0,0,0,0,1,1,3,0,0.0,0.25,0,,1978년 01월 12일,,부천초-개성중-경남고-고려대-두산-삼성,,0.25,,,,,,korea,
84,8,강상원,2017,한화,0.214,33,14,8,3,1,0,0,4,1,0,0,0,0,5,0,0.286,0.214,0,172cm/64kg,1997년 05월 05일,외야수(우투좌타),온양온천초-온양중-북일고,3000만원,0.5,64.0,172.0,0.37209302325581395,좌타,외야수,korea,3000
85,8,강상원,2018,한화,0.0,6,6,0,0,0,0,0,0,0,1,0,1,0,2,0,0.0,0.143,0,172cm/64kg,1997년 05월 05일,외야수(우투좌타),온양온천초-온양중-북일고,3000만원,0.143,64.0,172.0,0.37209302325581395,좌타,외야수,korea,3000
86,9,강승호,2016,LG,0.184,18,38,4,7,3,0,0,10,3,0,0,2,0,12,0,0.263,0.22,5,179cm/77kg,1994년 02월 09일,내야수(우투우타),순천북초-천안북중-북일고-LG-경찰-LG,20000만원,0.483,77.0,179.0,0.4301675977653631,우타,내야수,korea,20000
87,9,강승호,2017,LG,0.25,85,248,42,62,14,2,5,95,31,2,2,7,3,67,5,0.383,0.272,12,179cm/77kg,1994년 02월 09일,내야수(우투우타),순천북초-천안북중-북일고-LG-경찰-LG,20000만원,0.655,77.0,179.0,0.4301675977653631,우타,내야수,korea,20000
88,9,강승호,2018,SK,0.255,69,184,14,47,10,0,3,66,31,1,1,18,3,57,2,0.359,0.33,11,179cm/77kg,1994년 02월 09일,내야수(우투우타),순천북초-천안북중-북일고-LG-경찰-LG,20000만원,0.6890000000000001,77.0,179.0,0.4301675977653631,우타,내야수,korea,20000
89,10,강정호,2006,현대,0.15,10,20,1,3,1,0,0,4,1,0,1,0,0,8,1,0.2,0.15,3,,1987년 04월 05일,,화정초-무등중-광주제일고-(남부대)-현대-우리-히어로즈-넥센,,0.35,,,,,,korea,
90,10,강정호,2007,현대,0.133,20,15,0,2,0,0,0,2,0,0,0,0,0,5,1,0.1333333333333333,0.1333333333333333,0,,1987년 04월 05일,,화정초-무등중-광주제일고-(남부대)-현대-우리-히어로즈-넥센,,0.2666666666666666,,,,,,korea,
91,10,강정호,2008,우리,0.271,116,362,36,98,18,1,8,142,47,3,1,31,5,65,12,0.3922651933701657,0.3366834170854271,13,,1987년 04월 05일,,화정초-무등중-광주제일고-(남부대)-현대-우리-히어로즈-넥센,,0.7289486104555929,,,,,,korea,
92,10,강정호,2009,히어로즈,0.286,133,476,73,136,33,2,23,242,81,3,2,45,4,81,18,0.5084033613445378,0.3523809523809524,15,,1987년 04월 05일,,화정초-무등중-광주제일고-(남부대)-현대-우리-히어로즈-넥센,,0.8607843137254902,,,,,,korea,
93,10,강정호,2010,넥센,0.301,133,449,60,135,30,2,12,205,58,2,2,61,7,87,14,0.4565701559020045,0.3926499032882012,23,,1987년 04월 05일,,화정초-무등중-광주제일고-(남부대)-현대-우리-히어로즈-넥센,,0.8492200591902056,,,,,,korea,
94,10,강정호,2011,넥센,0.282,123,444,53,125,22,2,9,178,63,4,6,43,9,62,12,0.4009009009009009,0.3568548387096774,13,,1987년 04월 05일,,화정초-무등중-광주제일고-(남부대)-현대-우리-히어로즈-넥센,,0.7577557396105783,,,,,,korea,
95,10,강정호,2012,넥센,0.314,124,436,77,137,32,0,25,244,82,21,5,71,6,78,16,0.5596330275229358,0.4171539961013645,12,,1987년 04월 05일,,화정초-무등중-광주제일고-(남부대)-현대-우리-히어로즈-넥센,,0.9767870236243004,,,,,,korea,
96,10,강정호,2013,넥센,0.291,126,450,67,131,21,1,22,220,96,15,8,68,6,109,18,0.4888888888888889,0.3912213740458016,15,,1987년 04월 05일,,화정초-무등중-광주제일고-(남부대)-현대-우리-히어로즈-넥센,,0.8801102629346904,,,,,,korea,
97,10,강정호,2014,넥센,0.356,117,418,103,149,36,2,40,309,117,3,3,68,13,106,8,0.7392344497607656,0.4609218436873748,9,,1987년 04월 05일,,화정초-무등중-광주제일고-(남부대)-현대-우리-히어로즈-넥센,,1.2001562934481402,,,,,,korea,
98,11,강진성,2013,NC,0.5,3,2,1,1,1,0,0,2,0,0,0,1,0,0,0,1.0,0.667,0,180cm/81kg,1993년 10월 19일,내야수(우투우타),가동초-잠신중-경기고-NC-경찰,7000만원,1.6669999999999998,81.0,180.0,0.45,우타,내야수,korea,7000
99,11,강진성,2017,NC,0.296,28,27,5,8,3,0,1,14,5,0,0,4,1,4,1,0.519,0.406,0,180cm/81kg,1993년 10월 19일,내야수(우투우타),가동초-잠신중-경기고-NC-경찰,7000만원,0.925,81.0,180.0,0.45,우타,내야수,korea,7000
100,11,강진성,2018,NC,0.235,45,68,5,16,3,0,0,19,1,0,0,4,0,17,3,0.279,0.274,0,180cm/81kg,1993년 10월 19일,내야수(우투우타),가동초-잠신중-경기고-NC-경찰,7000만원,0.5529999999999999,81.0,180.0,0.45,우타,내야수,korea,7000
