,batter_id,batter_name,year,team,avg,G,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E,height/weight,year_born,position,career,starting_salary,OPS,new_idx
48,20,국해성,2015,두산,0.200,11,20,6,4,1,0,1,8,5,0,0,2,1,5,2,0.4,0.28,0,180cm/94kg,1989년 10월 08일,외야수(우투양타),군산중앙초-동인천중-인천고,,0.68,국해성2015
49,20,국해성,2016,두산,0.278,58,151,28,42,11,0,4,65,24,1,1,21,1,36,1,0.43,0.368,1,180cm/94kg,1989년 10월 08일,외야수(우투양타),군산중앙초-동인천중-인천고,,0.7979999999999999,국해성2016
50,20,국해성,2017,두산,0.209,57,86,15,18,3,0,3,30,17,0,0,5,4,23,2,0.349,0.281,0,180cm/94kg,1989년 10월 08일,외야수(우투양타),군산중앙초-동인천중-인천고,,0.63,국해성2017
51,20,국해성,2018,두산,0.333,14,24,4,8,3,0,0,11,1,1,0,3,1,5,1,0.458,0.429,0,180cm/94kg,1989년 10월 08일,외야수(우투양타),군산중앙초-동인천중-인천고,,0.887,국해성2018
52,22,권정웅,2016,삼성,0.000,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0,180cm/88kg,1992년 11월 15일,포수(우투우타),서울이수초-영동중-덕수고-한양대,6000만원,0.0,권정웅2016
53,22,권정웅,2017,삼성,0.250,6,4,0,1,0,0,0,1,0,0,0,0,0,3,0,0.25,0.25,0,180cm/88kg,1992년 11월 15일,포수(우투우타),서울이수초-영동중-덕수고-한양대,6000만원,0.5,권정웅2017
54,22,권정웅,2018,삼성,0.000,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0,180cm/88kg,1992년 11월 15일,포수(우투우타),서울이수초-영동중-덕수고-한양대,6000만원,0.0,권정웅2018
55,23,권희동,2013,NC,0.293,12,41,2,12,0,0,0,12,4,0,0,1,0,8,0,0.293,0.302,1,177cm/85kg,1990년 12월 30일,외야수(우투우타),동천초-경주중-경주고-경남대-NC-상무,3000만원,0.595,권희동2013
56,23,권희동,2014,NC,0.250,10,12,2,3,2,0,0,5,2,0,0,4,0,2,0,0.417,0.438,0,177cm/85kg,1990년 12월 30일,외야수(우투우타),동천초-경주중-경주고-경남대-NC-상무,3000만원,0.855,권희동2014
57,23,권희동,2017,NC,0.258,11,31,1,8,3,0,1,14,2,1,0,3,1,7,1,0.452,0.343,0,177cm/85kg,1990년 12월 30일,외야수(우투우타),동천초-경주중-경주고-경남대-NC-상무,3000만원,0.795,권희동2017
58,23,권희동,2018,NC,0.154,6,13,1,2,0,0,1,5,2,0,0,2,2,6,0,0.385,0.353,0,177cm/85kg,1990년 12월 30일,외야수(우투우타),동천초-경주중-경주고-경남대-NC-상무,3000만원,0.738,권희동2018
59,24,김강민,2003,SK,-,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,182cm/85kg,1982년 09월 13일,외야수(우투우타),본리초-대구중-경북고,11000만원,,김강민2003
60,24,김강민,2004,SK,0.250,9,8,0,2,0,0,0,2,0,1,1,0,0,2,1,0.25,0.25,0,182cm/85kg,1982년 09월 13일,외야수(우투우타),본리초-대구중-경북고,11000만원,0.5,김강민2004
61,24,김강민,2005,SK,0.000,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,182cm/85kg,1982년 09월 13일,외야수(우투우타),본리초-대구중-경북고,11000만원,0.0,김강민2005
62,24,김강민,2006,SK,0.353,12,34,6,12,0,1,1,17,5,2,1,4,0,7,2,0.5,0.421,0,182cm/85kg,1982년 09월 13일,외야수(우투우타),본리초-대구중-경북고,11000만원,0.921,김강민2006
63,24,김강민,2007,SK,0.250,10,36,4,9,2,0,0,11,1,5,1,2,0,2,0,0.306,0.289,0,182cm/85kg,1982년 09월 13일,외야수(우투우타),본리초-대구중-경북고,11000만원,0.595,김강민2007
64,24,김강민,2008,SK,0.250,12,24,4,6,1,1,0,9,2,3,1,4,0,2,1,0.375,0.357,1,182cm/85kg,1982년 09월 13일,외야수(우투우타),본리초-대구중-경북고,11000만원,0.732,김강민2008
65,24,김강민,2009,SK,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,182cm/85kg,1982년 09월 13일,외야수(우투우타),본리초-대구중-경북고,11000만원,,김강민2009
66,24,김강민,2010,SK,0.133,10,30,5,4,1,0,1,8,5,2,0,3,0,3,0,0.267,0.212,0,182cm/85kg,1982년 09월 13일,외야수(우투우타),본리초-대구중-경북고,11000만원,0.479,김강민2010
67,24,김강민,2011,SK,0.355,8,31,3,11,1,0,0,12,4,2,1,3,1,2,2,0.387,0.429,1,182cm/85kg,1982년 09월 13일,외야수(우투우타),본리초-대구중-경북고,11000만원,0.8160000000000001,김강민2011
68,24,김강민,2012,SK,0.258,10,31,3,8,3,0,0,11,4,1,0,2,0,5,1,0.355,0.303,0,182cm/85kg,1982년 09월 13일,외야수(우투우타),본리초-대구중-경북고,11000만원,0.6579999999999999,김강민2012
69,24,김강민,2013,SK,0.105,10,19,2,2,1,0,0,3,2,1,0,2,2,2,1,0.158,0.261,0,182cm/85kg,1982년 09월 13일,외야수(우투우타),본리초-대구중-경북고,11000만원,0.419,김강민2013
70,24,김강민,2014,SK,0.219,9,32,5,7,4,0,0,11,2,2,0,5,0,4,1,0.344,0.324,0,182cm/85kg,1982년 09월 13일,외야수(우투우타),본리초-대구중-경북고,11000만원,0.6679999999999999,김강민2014
71,24,김강민,2015,SK,0.111,8,27,1,3,0,0,0,3,2,0,2,1,0,12,0,0.111,0.143,0,182cm/85kg,1982년 09월 13일,외야수(우투우타),본리초-대구중-경북고,11000만원,0.254,김강민2015
72,24,김강민,2016,SK,0.242,14,33,2,8,1,0,2,15,7,1,0,5,0,8,1,0.455,0.342,0,182cm/85kg,1982년 09월 13일,외야수(우투우타),본리초-대구중-경북고,11000만원,0.797,김강민2016
73,24,김강민,2017,SK,0.192,8,26,3,5,0,0,1,8,1,0,0,2,0,6,0,0.308,0.25,0,182cm/85kg,1982년 09월 13일,외야수(우투우타),본리초-대구중-경북고,11000만원,0.5579999999999999,김강민2017
74,24,김강민,2018,SK,0.143,6,7,1,1,0,0,0,1,0,0,0,0,0,2,0,0.143,0.143,1,182cm/85kg,1982년 09월 13일,외야수(우투우타),본리초-대구중-경북고,11000만원,0.286,김강민2018
75,30,김동엽,2016,SK,0.200,6,10,0,2,0,0,0,2,1,0,0,0,0,5,0,0.2,0.182,0,186cm/101kg,1990년 07월 24일,외야수(우투우타),천안남산초-천안북중-북일고,,0.382,김동엽2016
76,30,김동엽,2017,SK,0.316,10,38,3,12,3,0,2,21,10,0,0,0,1,5,1,0.5529999999999999,0.325,0,186cm/101kg,1990년 07월 24일,외야수(우투우타),천안남산초-천안북중-북일고,,0.8780000000000001,김동엽2017
77,30,김동엽,2018,SK,0.286,5,14,0,4,1,0,0,5,2,1,0,0,0,1,0,0.357,0.286,0,186cm/101kg,1990년 07월 24일,외야수(우투우타),천안남산초-천안북중-북일고,,0.643,김동엽2018
78,31,김동욱,2013,삼성,0.400,6,5,1,2,0,0,0,2,0,0,0,1,0,0,1,0.4,0.5,0,183cm/89kg,1988년 06월 24일,내야수(우투우타),신광초-경복중-대구고-삼성,13000만원,0.9,김동욱2013
79,31,김동욱,2015,KT,0.200,2,5,0,1,1,0,0,2,1,0,0,0,0,1,0,0.4,0.2,0,183cm/89kg,1988년 06월 24일,내야수(우투우타),신광초-경복중-대구고-삼성,13000만원,0.6000000000000001,김동욱2015
80,31,김동욱,2016,KT,0.278,8,18,5,5,0,0,1,8,3,0,0,1,0,4,0,0.444,0.316,1,183cm/89kg,1988년 06월 24일,내야수(우투우타),신광초-경복중-대구고-삼성,13000만원,0.76,김동욱2016
81,31,김동욱,2017,KT,0.346,11,26,4,9,2,0,0,11,3,1,1,1,1,5,0,0.423,0.393,0,183cm/89kg,1988년 06월 24일,내야수(우투우타),신광초-경복중-대구고-삼성,13000만원,0.8160000000000001,김동욱2017
82,31,김동욱,2018,KT,0.286,6,7,1,2,2,0,0,4,0,0,0,1,0,1,0,0.5710000000000001,0.375,0,183cm/89kg,1988년 06월 24일,내야수(우투우타),신광초-경복중-대구고-삼성,13000만원,0.946,김동욱2018
83,33,김동한,2013,두산,0.000,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,174cm/74kg,1988년 06월 24일,내야수(우투우타),내발산초-양천중-장충고-동국대-두산-상무-두산,4000만원,0.0,김동한2013
84,33,김동한,2016,롯데,0.167,7,6,1,1,0,0,0,1,0,0,1,1,0,0,0,0.1669999999999999,0.286,0,174cm/74kg,1988년 06월 24일,내야수(우투우타),내발산초-양천중-장충고-동국대-두산-상무-두산,4000만원,0.4529999999999999,김동한2016
85,33,김동한,2017,롯데,0.111,10,9,2,1,1,0,0,2,1,1,0,3,0,2,0,0.222,0.333,0,174cm/74kg,1988년 06월 24일,내야수(우투우타),내발산초-양천중-장충고-동국대-두산-상무-두산,4000만원,0.555,김동한2017
86,33,김동한,2018,롯데,0.375,4,8,2,3,0,0,0,3,2,0,0,0,1,0,1,0.375,0.444,0,174cm/74kg,1988년 06월 24일,내야수(우투우타),내발산초-양천중-장충고-동국대-두산-상무-두산,4000만원,0.8190000000000001,김동한2018
87,35,김문호,2007,롯데,0.167,5,6,1,1,0,0,1,4,1,0,0,0,0,3,0,0.667,0.1669999999999999,1,185cm/102kg,1987년 06월 22일,외야수(좌투좌타),고명초-덕수중-덕수정보고-(영남사이버대)-롯데-상무,12000만원,0.8340000000000001,김문호2007
88,35,김문호,2008,롯데,0.250,8,20,4,5,0,0,0,5,2,0,0,0,0,6,0,0.25,0.25,0,185cm/102kg,1987년 06월 22일,외야수(좌투좌타),고명초-덕수중-덕수정보고-(영남사이버대)-롯데-상무,12000만원,0.5,김문호2008
89,35,김문호,2011,롯데,0.125,12,16,1,2,1,0,0,3,0,0,0,2,0,2,0,0.188,0.222,0,185cm/102kg,1987년 06월 22일,외야수(좌투좌타),고명초-덕수중-덕수정보고-(영남사이버대)-롯데-상무,12000만원,0.41,김문호2011
90,35,김문호,2012,롯데,0.133,12,15,1,2,0,0,0,2,0,0,0,1,0,2,0,0.133,0.188,0,185cm/102kg,1987년 06월 22일,외야수(좌투좌타),고명초-덕수중-덕수정보고-(영남사이버대)-롯데-상무,12000만원,0.321,김문호2012
91,35,김문호,2013,롯데,0.333,10,27,3,9,1,0,0,10,2,2,1,1,0,11,0,0.37,0.357,0,185cm/102kg,1987년 06월 22일,외야수(좌투좌타),고명초-덕수중-덕수정보고-(영남사이버대)-롯데-상무,12000만원,0.727,김문호2013
92,35,김문호,2014,롯데,0.219,11,32,3,7,1,0,0,8,2,2,1,5,0,5,0,0.25,0.324,0,185cm/102kg,1987년 06월 22일,외야수(좌투좌타),고명초-덕수중-덕수정보고-(영남사이버대)-롯데-상무,12000만원,0.5740000000000001,김문호2014
93,35,김문호,2015,롯데,0.333,6,9,2,3,0,0,0,3,1,1,0,0,0,5,0,0.333,0.333,0,185cm/102kg,1987년 06월 22일,외야수(좌투좌타),고명초-덕수중-덕수정보고-(영남사이버대)-롯데-상무,12000만원,0.6659999999999999,김문호2015
94,35,김문호,2016,롯데,0.263,15,38,6,10,3,1,0,15,1,0,1,4,1,8,2,0.395,0.349,0,185cm/102kg,1987년 06월 22일,외야수(좌투좌타),고명초-덕수중-덕수정보고-(영남사이버대)-롯데-상무,12000만원,0.7440000000000001,김문호2016
95,35,김문호,2017,롯데,0.304,10,23,4,7,1,2,0,12,2,0,0,2,0,4,0,0.522,0.36,0,185cm/102kg,1987년 06월 22일,외야수(좌투좌타),고명초-덕수중-덕수정보고-(영남사이버대)-롯데-상무,12000만원,0.882,김문호2017
96,35,김문호,2018,롯데,0.500,5,8,3,4,1,0,0,5,1,0,0,1,0,0,1,0.625,0.556,0,185cm/102kg,1987년 06월 22일,외야수(좌투좌타),고명초-덕수중-덕수정보고-(영남사이버대)-롯데-상무,12000만원,1.181,김문호2018
97,36,김민성,2007,롯데,0.286,5,7,0,2,0,0,0,2,0,0,0,0,0,1,0,0.286,0.286,0,181cm/94kg,1988년 12월 17일,내야수(우투우타),고명초-잠신중-덕수정보고-(영남사이버대)-롯데,10000만원,0.5720000000000001,김민성2007
98,36,김민성,2009,롯데,0.250,11,28,2,7,1,0,0,8,2,1,1,1,0,4,0,0.286,0.276,0,181cm/94kg,1988년 12월 17일,내야수(우투우타),고명초-잠신중-덕수정보고-(영남사이버대)-롯데,10000만원,0.562,김민성2009
99,36,김민성,2010,넥센,0.150,10,20,1,3,0,0,1,6,2,1,0,0,0,4,1,0.3,0.15,2,181cm/94kg,1988년 12월 17일,내야수(우투우타),고명초-잠신중-덕수정보고-(영남사이버대)-롯데,10000만원,0.45,김민성2010
100,36,김민성,2011,넥센,0.400,5,10,1,4,0,1,0,6,2,0,0,0,2,1,0,0.6,0.5,0,181cm/94kg,1988년 12월 17일,내야수(우투우타),고명초-잠신중-덕수정보고-(영남사이버대)-롯데,10000만원,1.1,김민성2011
101,36,김민성,2012,넥센,0.250,10,20,1,5,0,1,0,7,1,0,0,2,1,5,0,0.35,0.348,0,181cm/94kg,1988년 12월 17일,내야수(우투우타),고명초-잠신중-덕수정보고-(영남사이버대)-롯데,10000만원,0.698,김민성2012
102,36,김민성,2013,넥센,0.278,5,18,2,5,1,0,1,9,2,0,0,0,0,2,1,0.5,0.278,0,181cm/94kg,1988년 12월 17일,내야수(우투우타),고명초-잠신중-덕수정보고-(영남사이버대)-롯데,10000만원,0.778,김민성2013
103,36,김민성,2014,넥센,0.250,12,32,1,8,1,0,1,12,6,0,1,1,0,5,0,0.375,0.273,1,181cm/94kg,1988년 12월 17일,내야수(우투우타),고명초-잠신중-덕수정보고-(영남사이버대)-롯데,10000만원,0.648,김민성2014
104,36,김민성,2015,넥센,0.333,9,24,2,8,2,1,0,12,4,0,0,1,0,1,0,0.5,0.36,2,181cm/94kg,1988년 12월 17일,내야수(우투우타),고명초-잠신중-덕수정보고-(영남사이버대)-롯데,10000만원,0.86,김민성2015
105,36,김민성,2016,넥센,0.306,16,36,3,11,2,0,0,13,7,2,1,5,1,5,0,0.361,0.395,0,181cm/94kg,1988년 12월 17일,내야수(우투우타),고명초-잠신중-덕수정보고-(영남사이버대)-롯데,10000만원,0.7559999999999999,김민성2016
106,36,김민성,2017,넥센,0.250,8,24,4,6,3,0,0,9,1,0,0,2,0,4,0,0.375,0.296,3,181cm/94kg,1988년 12월 17일,내야수(우투우타),고명초-잠신중-덕수정보고-(영남사이버대)-롯데,10000만원,0.6709999999999999,김민성2017
107,36,김민성,2018,넥센,0.214,7,14,1,3,1,0,0,4,0,0,0,3,0,5,1,0.286,0.353,0,181cm/94kg,1988년 12월 17일,내야수(우투우타),고명초-잠신중-덕수정보고-(영남사이버대)-롯데,10000만원,0.639,김민성2018
108,37,김민수,2014,한화,0.217,11,23,2,5,1,0,0,6,3,0,0,2,0,6,0,0.261,0.28,1,177cm/80kg,1991년 03월 02일,포수(우투우타),대구옥산초-경복중-대구상원고-영남대-한화-삼성-상무,11000만원,0.541,김민수2014
109,37,김민수,2018,삼성,0.000,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,177cm/80kg,1991년 03월 02일,포수(우투우타),대구옥산초-경복중-대구상원고-영남대-한화-삼성-상무,11000만원,0.0,김민수2018
110,38,김민식,2015,SK,0.125,8,8,1,1,0,1,0,3,2,0,0,0,0,1,0,0.375,0.125,1,180cm/80kg,1989년 06월 28일,포수(우투좌타),양덕초-마산중-마산고-원광대-SK-상무-SK,14000만원,0.5,김민식2015
